Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Admin_Unit_Name,Month,Month_Name,Season,Observation_Time_Bin,Distance_Approx_m,Watchlist_Flag
ANTI,ANTI-1,ANTI Site 3,ANTI-P04,Forest,2021,2021-07-25,08:15:00,08:25:00,S. Patel,1,5-7.5 min,Non-vocal,<= 50 Meters,False,Female,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,79.0,52.0,Light Rain,Light air (1-3 mph),No effect on count,3,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),25.0,Not Listed
ANTI,ANTI-1,ANTI Site 1,ANTI-P05,Forest,2024,2024-04-11,07:45:00,07:53:00,R. Fischer,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,67.2,63.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,3,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 3,ANTI-P06,Forest,2021,2021-04-19,09:45:00,09:55:00,M. Okafor,3,5-7.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,56.8,64.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,4,Antietam National Battlefield,4,Apr,Spring,Late Morning (9-11am),75.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 3,ANTI-P01,Forest,2023,2023-06-20,09:15:00,09:24:00,M. Okafor,3,0-2.5 min,Visualization,> 100 Meters,False,Female,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,62.2,53.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Antietam National Battlefield,6,Jun,Summer,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 1,ANTI-P02,Forest,2022,2022-07-06,05:45:00,05:56:00,R. Fischer,3,7.5-10 min,Visualization,<= 50 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,59.6,44.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,2,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 2,ANTI-P03,Forest,2024,2024-07-16,08:40:00,08:49:00,R. Fischer,3,7.5-10 min,Visualization,50 - 100 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,76.4,77.0,Clear,Gentle breeze (8-12 mph),Moderate effect on count,2,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P05,Forest,2024,2024-05-09,09:30:00,09:40:00,R. Fischer,2,2.5-5 min,Calling,<= 50 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,68.8,48.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,9,Antietam National Battlefield,5,May,Spring,Late Morning (9-11am),25.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 3,ANTI-P06,Forest,2022,2022-04-18,09:15:00,09:26:00,T. Nguyen,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,67.5,43.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,4,Apr,Spring,Late Morning (9-11am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P05,Forest,2021,2021-04-12,07:30:00,07:41:00,L. Martin,2,0-2.5 min,Singing,50 - 100 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,79.5,63.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,4,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P01,Forest,2022,2022-06-22,08:00:00,08:11:00,M. Okafor,3,7.5-10 min,Calling,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,67.5,83.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,4,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
ANTI,ANTI-3,ANTI Site 1,ANTI-P03,Forest,2024,2024-07-12,06:15:00,06:23:00,J. Chen,1,5-7.5 min,Calling,<= 50 Meters,False,Female,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,65.8,42.0,Clear,Calm (< 1 mph) smoke rises vertically,No effect on count,2,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 2,ANTI-P03,Forest,2021,2021-05-23,08:00:00,08:08:00,T. Nguyen,3,5-7.5 min,Calling,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,82.2,60.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,5,Antietam National Battlefield,5,May,Spring,Morning (7-9am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P02,Forest,2024,2024-06-13,06:15:00,06:24:00,J. Chen,1,7.5-10 min,Singing,50 - 100 Meters,True,Undetermined,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,63.7,60.0,Light Rain,Gentle breeze (8-12 mph),No effect on count,1,Antietam National Battlefield,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P06,Forest,2024,2024-06-05,07:50:00,07:59:00,A. Rivera,2,5-7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,79.8,23.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,3,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 2,ANTI-P02,Forest,2021,2021-06-02,09:30:00,09:39:00,M. Okafor,2,5-7.5 min,Visualization,> 100 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,67.1,45.0,Clear,Light air (1-3 mph),No effect on count,4,Antietam National Battlefield,6,Jun,Summer,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 2,ANTI-P02,Forest,2021,2021-04-17,09:45:00,09:55:00,S. Patel,2,2.5-5 min,Singing,<= 50 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,66.9,82.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,4,Apr,Spring,Late Morning (9-11am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 2,ANTI-P03,Forest,2021,2021-05-06,05:20:00,05:30:00,M. Okafor,3,5-7.5 min,Calling,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,67.2,50.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,5,May,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 1,ANTI-P03,Forest,2023,2023-04-21,05:00:00,05:08:00,A. Rivera,1,2.5-5 min,Non-vocal,<= 50 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,58.4,79.0,Light Rain,Gentle breeze (8-12 mph),Moderate effect on count,4,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 1,ANTI-P02,Forest,2021,2021-07-27,06:20:00,06:30:00,J. Chen,3,0-2.5 min,Non-vocal,> 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,49.7,61.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,2,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
ANTI,ANTI-3,ANTI Site 1,ANTI-P05,Forest,2023,2023-05-12,07:45:00,07:55:00,M. Okafor,2,2.5-5 min,Calling,> 100 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,53.5,57.0,Clear,Light air (1-3 mph),Slight effect on count,3,Antietam National Battlefield,5,May,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 3,ANTI-P07,Forest,2021,2021-05-05,07:40:00,07:51:00,A. Rivera,2,7.5-10 min,Non-vocal,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,74.4,53.0,Light Rain,Gentle breeze (8-12 mph),Slight effect on count,4,Antietam National Battlefield,5,May,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 2,ANTI-P06,Forest,2024,2024-04-17,05:50:00,06:00:00,K. Osei,1,7.5-10 min,Non-vocal,> 100 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,66.3,77.0,Light Rain,Light breeze (4-7 mph),No effect on count,3,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P05,Forest,2022,2022-06-05,07:45:00,07:53:00,M. Okafor,1,0-2.5 min,Calling,> 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,70.1,72.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),125.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 3,ANTI-P07,Forest,2023,2023-07-20,08:50:00,08:59:00,A. Rivera,1,7.5-10 min,Visualization,50 - 100 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,65.2,42.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,3,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P04,Forest,2021,2021-06-19,05:20:00,05:31:00,M. Okafor,1,0-2.5 min,Visualization,> 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,69.8,74.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,6,Jun,Summer,Early Morning (<7am),125.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P04,Forest,2022,2022-07-07,05:30:00,05:40:00,M. Okafor,3,2.5-5 min,Non-vocal,50 - 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,66.3,48.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,1,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 3,ANTI-P07,Forest,2022,2022-06-25,06:00:00,06:09:00,T. Nguyen,3,2.5-5 min,Non-vocal,50 - 100 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,57.7,65.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P06,Forest,2022,2022-05-22,05:30:00,05:39:00,M. Okafor,2,2.5-5 min,Visualization,> 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,78.6,78.0,Partly Cloudy,Gentle breeze (8-12 mph),Slight effect on count,5,Antietam National Battlefield,5,May,Spring,Early Morning (<7am),125.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 3,ANTI-P06,Forest,2023,2023-07-14,07:20:00,07:31:00,S. Patel,1,7.5-10 min,Non-vocal,50 - 100 Meters,True,Male,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,54.0,61.0,Clear,Light air (1-3 mph),No effect on count,1,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 2,ANTI-P02,Forest,2024,2024-04-08,09:45:00,09:53:00,K. Osei,1,0-2.5 min,Singing,<= 50 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,72.6,59.0,Partly Cloudy,Gentle breeze (8-12 mph),No effect on count,1,Antietam National Battlefield,4,Apr,Spring,Late Morning (9-11am),25.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 1,ANTI-P03,Forest,2023,2023-06-17,08:10:00,08:20:00,S. Patel,2,7.5-10 min,Non-vocal,50 - 100 Meters,False,Male,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,85.8,36.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P01,Forest,2022,2022-04-17,06:10:00,06:20:00,T. Nguyen,2,5-7.5 min,Visualization,<= 50 Meters,False,Female,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,74.6,73.0,Light Rain,Light air (1-3 mph),No effect on count,3,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 3,ANTI-P01,Forest,2024,2024-04-14,07:20:00,07:31:00,S. Patel,2,7.5-10 min,Calling,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,70.9,39.0,Clear,Gentle breeze (8-12 mph),Moderate effect on count,2,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 2,ANTI-P06,Forest,2023,2023-06-21,08:50:00,08:59:00,M. Okafor,2,0-2.5 min,Visualization,50 - 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,86.4,61.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,5,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 3,ANTI-P06,Forest,2023,2023-05-04,06:10:00,06:19:00,J. Chen,1,0-2.5 min,Calling,<= 50 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,49.9,57.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Antietam National Battlefield,5,May,Spring,Early Morning (<7am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 3,ANTI-P04,Forest,2023,2023-07-05,08:45:00,08:53:00,L. Martin,3,0-2.5 min,Singing,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,57.0,64.0,Partly Cloudy,Gentle breeze (8-12 mph),Slight effect on count,2,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P02,Forest,2023,2023-04-23,06:20:00,06:29:00,M. Okafor,1,2.5-5 min,Calling,<= 50 Meters,False,Male,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,63.0,79.0,Cloudy/Overcast,Light breeze (4-7 mph),No effect on count,3,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),25.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P01,Forest,2024,2024-05-25,06:30:00,06:41:00,T. Nguyen,2,2.5-5 min,Calling,50 - 100 Meters,False,Female,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,78.5,55.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,7,Antietam National Battlefield,5,May,Spring,Early Morning (<7am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P06,Forest,2023,2023-06-23,09:00:00,09:10:00,T. Nguyen,2,7.5-10 min,Calling,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,74.0,34.0,Cloudy/Overcast,Light breeze (4-7 mph),No effect on count,4,Antietam National Battlefield,6,Jun,Summer,Late Morning (9-11am),75.0,Not Listed
ANTI,ANTI-3,ANTI Site 1,ANTI-P06,Forest,2021,2021-04-07,05:40:00,05:48:00,K. Osei,1,7.5-10 min,Non-vocal,> 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,65.1,39.0,Partly Cloudy,Light breeze (4-7 mph),Moderate effect on count,2,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P06,Forest,2024,2024-05-07,09:15:00,09:24:00,J. Chen,3,0-2.5 min,Visualization,50 - 100 Meters,False,Female,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,69.3,70.0,Light Rain,Gentle breeze (8-12 mph),No effect on count,4,Antietam National Battlefield,5,May,Spring,Late Morning (9-11am),75.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 2,ANTI-P03,Forest,2021,2021-04-25,07:40:00,07:51:00,S. Patel,2,5-7.5 min,Non-vocal,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,67.0,35.0,Fog/Mist,Light breeze (4-7 mph),No effect on count,2,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 2,ANTI-P01,Forest,2024,2024-04-12,08:20:00,08:28:00,J. Chen,1,0-2.5 min,Calling,50 - 100 Meters,False,Male,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,80.6,43.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-1,ANTI Site 2,ANTI-P06,Forest,2021,2021-07-15,09:40:00,09:49:00,R. Fischer,2,2.5-5 min,Singing,<= 50 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,67.7,61.0,Fog/Mist,Light breeze (4-7 mph),Slight effect on count,2,Antietam National Battlefield,7,Jul,Summer,Late Morning (9-11am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P01,Forest,2024,2024-04-06,06:50:00,07:00:00,L. Martin,1,7.5-10 min,Singing,> 100 Meters,True,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,49.2,83.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,4,Antietam National Battlefield,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
ANTI,ANTI-3,ANTI Site 3,ANTI-P06,Forest,2021,2021-06-27,08:00:00,08:11:00,K. Osei,3,7.5-10 min,Singing,> 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,64.3,69.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,4,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 3,ANTI-P02,Forest,2023,2023-07-06,06:45:00,06:54:00,A. Rivera,2,2.5-5 min,Visualization,> 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,74.0,61.0,Partly Cloudy,Light breeze (4-7 mph),Moderate effect on count,3,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 2,ANTI-P02,Forest,2023,2023-05-17,09:20:00,09:31:00,K. Osei,3,2.5-5 min,Visualization,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,66.2,35.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Antietam National Battlefield,5,May,Spring,Late Morning (9-11am),75.0,Not Listed
ANTI,ANTI-2,ANTI Site 2,ANTI-P03,Forest,2022,2022-07-24,08:00:00,08:11:00,L. Martin,3,0-2.5 min,Non-vocal,,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,75.0,51.0,Clear,Light air (1-3 mph),Moderate effect on count,5,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 3,ANTI-P05,Forest,2022,2022-06-03,08:15:00,08:25:00,J. Chen,1,2.5-5 min,Non-vocal,<= 50 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,83.2,53.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,4,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),25.0,Not Listed
ANTI,ANTI-1,ANTI Site 1,ANTI-P04,Forest,2022,2022-07-05,06:10:00,06:18:00,L. Martin,3,5-7.5 min,Singing,> 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,56.8,50.0,Fog/Mist,Light air (1-3 mph),Moderate effect on count,1,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
ANTI,ANTI-2,ANTI Site 3,ANTI-P02,Forest,2022,2022-06-12,07:50:00,08:00:00,L. Martin,3,5-7.5 min,Calling,> 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,75.3,39.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,3,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),125.0,Not Listed
ANTI,ANTI-1,ANTI Site 2,ANTI-P04,Forest,2021,2021-07-21,06:15:00,06:26:00,T. Nguyen,1,5-7.5 min,Non-vocal,<= 50 Meters,False,Male,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,61.8,50.0,Fog/Mist,Light breeze (4-7 mph),Moderate effect on count,3,Antietam National Battlefield,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P06,Forest,2023,2023-06-17,05:45:00,05:54:00,K. Osei,2,5-7.5 min,Calling,<= 50 Meters,False,Female,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,58.3,72.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,4,Antietam National Battlefield,6,Jun,Summer,Early Morning (<7am),25.0,Not Listed
ANTI,ANTI-2,ANTI Site 1,ANTI-P03,Forest,2022,2022-07-15,08:30:00,08:41:00,J. Chen,1,0-2.5 min,Visualization,<= 50 Meters,False,Female,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,74.5,61.0,Cloudy/Overcast,Light air (1-3 mph),Moderate effect on count,5,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 1,ANTI-P06,Forest,2023,2023-06-20,05:10:00,05:20:00,J. Chen,1,0-2.5 min,Non-vocal,> 100 Meters,False,Female,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,63.5,53.0,Clear,Gentle breeze (8-12 mph),Slight effect on count,3,Antietam National Battlefield,6,Jun,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
ANTI,ANTI-2,ANTI Site 2,ANTI-P05,Forest,2024,2024-05-27,09:10:00,09:20:00,L. Martin,1,2.5-5 min,Non-vocal,50 - 100 Meters,False,Male,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,67.9,62.0,Light Rain,Light air (1-3 mph),Moderate effect on count,7,Antietam National Battlefield,5,May,Spring,Late Morning (9-11am),75.0,Not Listed
ANTI,ANTI-1,ANTI Site 2,ANTI-P03,Forest,2024,2024-07-16,08:50:00,08:59:00,T. Nguyen,1,2.5-5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,71.3,68.0,Light Rain,Light air (1-3 mph),No effect on count,4,Antietam National Battlefield,7,Jul,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 1,ANTI-P07,Forest,2021,2021-04-21,09:30:00,09:38:00,T. Nguyen,3,0-2.5 min,Singing,> 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,73.3,50.0,Clear,Light breeze (4-7 mph),Slight effect on count,2,Antietam National Battlefield,4,Apr,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ANTI,ANTI-3,ANTI Site 3,ANTI-P02,Forest,2021,2021-05-19,07:20:00,07:28:00,L. Martin,2,0-2.5 min,Visualization,<= 50 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,70.3,62.0,Light Rain,Gentle breeze (8-12 mph),Moderate effect on count,3,Antietam National Battlefield,5,May,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 2,ANTI-P04,Forest,2022,2022-06-09,09:20:00,09:31:00,R. Fischer,1,5-7.5 min,Visualization,> 100 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,55.0,70.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Antietam National Battlefield,6,Jun,Summer,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ANTI,ANTI-1,ANTI Site 1,ANTI-P06,Forest,2021,2021-04-24,07:30:00,07:40:00,T. Nguyen,3,2.5-5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,65.9,51.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,2,Antietam National Battlefield,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ANTI,ANTI-1,ANTI Site 3,ANTI-P01,Forest,2024,2024-06-26,07:00:00,07:11:00,T. Nguyen,3,5-7.5 min,Calling,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,64.2,66.0,Cloudy/Overcast,Light breeze (4-7 mph),No effect on count,2,Antietam National Battlefield,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
